,date,teams,players
1223,"February 6, 2020","{'MIN', 'MIA', 'MEM'}","{'Andre Iguodala', 'Dion Waiters', 'Justise Winslow', 'James Johnson', 'Jae Crowder', 'Gorgui Dieng', 'Solomon Hill'}"
1224,"February 6, 2020","{'MEM', 'HOU'}","{'Bruno Caboclo', 'Jordan Bell'}"
1225,"February 6, 2020","{'WAS', 'LAC', 'NYK'}","{'Issuf Sanon', 'Marcus Morris', 'Jerome Robinson', 'Isaiah Thomas', 'Maurice Harkless'}"
1226,"February 6, 2020","{'SAC', 'ATL'}","{'Alex Len', 'Jabari Parker', 'Dewayne Dedmon'}"
1227,"February 6, 2020","{'DET', 'CLE'}","{'Brandon Knight', 'John Henson', 'Andre Drummond'}"
1228,"November 16, 2020","{'PHO', 'OKC'}","{'Abdel Nader', 'Ty Jerome', 'Jalen Lecque', 'Kelly Oubre Jr.', 'Chris Paul', 'Ricky Rubio'}"
1229,"November 18, 2020","{'LAL', 'OKC'}","{'Jaden McDaniels', 'Dennis Schroder', 'Danny Green'}"
1230,"November 18, 2020","{'PHI', 'DAL'}","{'Tyler Bey', 'Josh Richardson', 'Seth Curry'}"
1231,"November 18, 2020","{'DET', 'UTA'}","{'Saben Lee', 'Tony Bradley'}"
1232,"November 18, 2020","{'MIL', 'CLE'}",{'Ilkan Karaman'}
1233,"November 18, 2020","{'MIL', 'ORL'}",set()
1234,"November 19, 2020","{'CHO', 'NOP'}",{'Nick Richards'}
1235,"November 19, 2020","{'NOP', 'UTA'}",{'Elijah Hughes'}
1236,"November 19, 2020","{'MEM', 'SAC'}","{'Robert Woodard', 'Xavier Tillman Sr.'}"
1237,"November 19, 2020","{'WAS', 'OKC'}","{'Admiral Schofield', 'Cassius Winston', 'Vit Krejci'}"
1238,"November 19, 2020","{'MIN', 'LAC'}",{'Daniel Oturu'}
1239,"November 19, 2020","{'BOS', 'OKC'}",{'Vincent Poirier'}
1240,"November 19, 2020","{'DET', 'LAC', 'BRK'}","{'Saddiq Bey', 'Reggie Perry', 'Landry Shamet', 'Justin Patton', 'Dzanan Musa', 'Luke Kennard', 'Rodney McGruder', 'Jaylen Hands', 'Jay Scrubb', 'Bruce Brown'}"
1241,"November 20, 2020","{'POR', 'BOS', 'MEM'}","{'Desmond Bane', 'Mario Hezonja', 'Enes Kanter'}"
1242,"November 20, 2020","{'MIN', 'OKC', 'NYK'}","{'Jaden McDaniels', 'Mathias Lessort', 'Aleksej Pokusevski', 'Immanuel Quickley', 'James Johnson', 'Ricky Rubio'}"
1243,"November 20, 2020","{'DET', 'ATL'}","{'Tony Snell', 'Dewayne Dedmon', 'Khyri Thomas'}"
1244,"November 20, 2020","{'NYK', 'UTA'}",{'Ante Tomic'}
1245,"November 22, 2020","{'POR', 'HOU'}","{'Isaiah Stewart', 'Robert Covington', 'Trevor Ariza'}"
1246,"November 22, 2020","{'GSW', 'OKC'}",{'Kelly Oubre Jr.'}
1247,"November 22, 2020","{'NYK', 'UTA'}",{'Ed Davis'}
1248,"November 22, 2020","{'DEN', 'DET'}","{'Nikola RadiÄ\x8deviÄ\x87', 'Jerami Grant'}"
1249,"November 23, 2020","{'LAL', 'CLE'}","{'JaVale McGee', 'Alfonzo McKinnie', 'Jordan Bell'}"
1250,"November 23, 2020","{'DET', 'PHI'}","{'Tony Bradley', 'Zhaire Smith'}"
1251,"November 23, 2020","{'DEN', 'NOP', 'OKC', 'MIL'}","{'R.J. Hampton', 'Zylan Cheatham', 'Jrue Holiday', 'George Hill', 'Eric Bledsoe', 'Darius Miller', 'Kenrich Williams', 'Sam Merrill', 'Joshia Gray', 'Steven Adams'}"
1252,"November 24, 2020","{'DET', 'HOU'}","{'Christian Wood', 'Trevor Ariza', 'Isaiah Stewart'}"
1253,"November 24, 2020","{'MIN', 'NYK'}","{'Ed Davis', 'Jacob Evans', 'Omari Spellman'}"
1254,"November 24, 2020","{'OKC', 'ATL'}",{'Danilo Gallinari'}
1255,"November 25, 2020","{'SAC', 'HOU'}",{'Kenyon Martin Jr.'}
1256,"November 25, 2020","{'OKC', 'IND'}","{'T.J. Leaf', 'Jalen Lecque'}"
1257,"November 27, 2020","{'NYK', 'HOU'}","{'Issuf Sanon', 'Sergio Llull', 'Tadija Dragicevic', 'Austin Rivers', 'Axel Hervelle'}"
1258,"November 27, 2020","{'CLE', 'UTA'}",{'Rayjon Tucker'}
1259,"November 27, 2020","{'DET', 'DAL', 'OKC'}","{'Justin Jackson', 'James Johnson', 'Trevor Ariza', 'Delon Wright'}"
1260,"November 29, 2020","{'CHO', 'BOS'}",{'Gordon Hayward'}
1261,"December 2, 2020","{'WAS', 'HOU'}","{'Russell Westbrook', 'John Wall'}"
1262,"December 8, 2020","{'PHI', 'OKC'}","{'Vasilije MiciÄ\x87', 'Terrance Ferguson', 'Vincent Poirier', 'ThÃ©o Maledon', 'Al Horford', 'Danny Green'}"
1263,"January 16, 2021","{'BRK', 'CLE', 'IND', 'HOU'}","{'Victor Oladipo', 'Jarrett Allen', 'Taurean Prince', 'Caris Levert', 'James Harden', 'Dante Exum', 'Rodions Kurucs'}"
1264,"January 22, 2021","{'CLE', 'HOU'}",{'Kevin Porter Jr.'}
1265,"February 8, 2021","{'DET', 'NYK'}","{'Dennis Smith', 'Derrick Rose'}"
1266,"March 13, 2021","{'DET', 'OKC'}","{'Hamidou Diallo', 'Sviatoslav Mykhailiuk'}"
1267,"March 17, 2021","{'MIA', 'OKC'}","{'Trevor Ariza', 'Meyers Leonard'}"
1268,"March 18, 2021","{'MIL', 'PHO'}",{'Torrey Craig'}
1269,"March 19, 2021","{'MIL', 'HOU'}","{'D.J. Augustin', 'P.J. Tucker', 'D.J. Wilson', 'Rodions Kurucs'}"
1270,"March 22, 2021","{'LAC', 'SAC'}",{'Mfiondu Kabengele'}
1271,"March 25, 2021","{'PHI', 'OKC', 'NYK'}","{'Vincent Poirier', 'George Hill', 'Ignas Brazdeikis', 'Emir PreldÅ¾iÄ\x87', 'Terrance Ferguson', 'Tony Bradley', 'Austin Rivers'}"
1272,"March 25, 2021","{'ORL', 'CHI'}","{'Otto Porter', 'Wendell Carter Jr.', 'Nikola VuÄ\x8deviÄ\x87', 'Al-Farouq Aminu'}"
1273,"March 25, 2021","{'POR', 'TOR'}","{'Norman Powell', 'Rodney Hood', 'Gary Trent Jr.'}"
1274,"March 25, 2021","{'WAS', 'BOS', 'CHI'}","{'Troy Brown Jr.', 'Moritz Wagner', 'Javonte Green', 'Daniel Theis', 'Daniel Gafford', 'Chandler Hutchison', 'Luke Kornet'}"
1275,"March 25, 2021","{'MIA', 'SAC'}","{'Chris Silva', 'Nemanja Bjelica', 'Maurice Harkless'}"
1276,"March 25, 2021","{'LAC', 'ATL'}","{'Rajon Rondo', 'Lou Williams'}"
1277,"March 25, 2021","{'TOR', 'SAC'}",set()
1278,"March 25, 2021","{'MIA', 'HOU'}","{'Victor Oladipo', 'Kelly Olynyk', 'Avery Bradley'}"
1279,"March 25, 2021","{'GSW', 'CHO'}",{'Brad Wanamaker'}
1280,"March 25, 2021","{'GSW', 'SAS'}","{'Marquese Chriss', 'Cady Lalane'}"
1281,"March 25, 2021","{'DEN', 'ORL'}","{'Gary Clark', 'R.J. Hampton', 'Aaron Gordon', 'Gary Harris'}"
1282,"March 25, 2021","{'BOS', 'ORL'}","{'Evan Fournier', 'Jeff Teague'}"
1283,"March 25, 2021","{'DEN', 'CLE'}","{'JaVale McGee', 'Isaiah Hartenstein'}"
1284,"March 25, 2021","{'DET', 'SAC'}","{'Cory Joseph', 'Delon Wright'}"
1285,"March 25, 2021","{'NOP', 'DAL'}","{'J.J. Redick', 'James Johnson', 'Wesley Iwundu', 'NicolÃ² Melli'}"
1286,"March 25, 2021","{'TOR', 'UTA'}",{'Matt Thomas'}
1287,"June 18, 2021","{'BOS', 'OKC'}","{'Moses Brown', 'Kemba Walker', 'Al Horford'}"
1288,"July 29, 2021","{'LAC', 'ORL'}",{'Jason Preston'}
1289,"July 30, 2021","{'OKC', 'UTA'}",{'Derrick Favors'}
1290,"July 30, 2021","{'MIL', 'IND'}","{'Sandro Mamukelashvili', 'Isaiah Todd', 'Georgios Kalaitzakis'}"
1291,"July 30, 2021","{'CHO', 'NYK'}",{'Kai Jones'}
1292,"July 30, 2021","{'LAC', 'NYK'}","{'Quentin Grimes', 'Keon Johnson'}"
1293,"July 30, 2021","{'OKC', 'NYK'}","{'Miles McBride', 'Rokas Jokubaitis', 'Jeremiah Robinson-Earl'}"
1294,"July 30, 2021","{'OKC', 'HOU'}",{'Alperen Å\x9eengÃ¼n'}
1295,"July 30, 2021","{'NOP', 'POR'}",{'Greg Brown III'}
1296,"July 31, 2021","{'BOS', 'DAL'}","{'Josh Richardson', 'Moses Brown'}"
1297,"August 2, 2021","{'MIN', 'CLE'}","{'Taurean Prince', 'Ricky Rubio'}"
1298,"August 6, 2021","{'PHO', 'BRK'}","{""Day'Ron Sharpe"", 'Landry Shamet', 'Jevon Carter'}"
1299,"August 6, 2021","{'SAS', 'WAS', 'LAL', 'BRK', 'IND'}","{'Montrezl Harrell', 'Nikola Milutinov', 'Kyle Kuzma', 'Chandler Hutchison', 'Spencer Dinwiddie', 'Kentavious Caldwell-Pope', 'Aaron Holiday', 'Isaiah Jackson', 'Russell Westbrook', 'Isaiah Todd'}"
1300,"August 6, 2021","{'MIA', 'TOR'}","{'Goran Dragic', 'Kyle Lowry', 'Precious Achiuwa'}"
1301,"August 6, 2021","{'DET', 'CHO'}","{'JT Thor', 'BalÅ¡a Koprivica', 'Mason Plumlee'}"
1302,"August 7, 2021","{'HOU', 'CHI'}",{'Daniel Theis'}
1303,"August 7, 2021","{'GSW', 'UTA'}",{'Eric Paschall'}
1304,"August 7, 2021","{'MEM', 'UTA'}","{'Santi Aldama', 'Jared Butler'}"
1305,"August 7, 2021","{'NOP', 'LAC'}",{'Brandon Boston Jr.'}
1306,"August 7, 2021","{'MIL', 'MEM'}","{'Sam Merrill', 'Grayson Allen'}"
1307,"August 7, 2021","{'SAC', 'BOS', 'ATL'}","{'Tristan Thompson', 'Bruno Fernando', 'Kris Dunn', 'Delon Wright'}"
1308,"August 7, 2021","{'CHO', 'MEM', 'NOP'}","{'Brandon Boston Jr.', 'Trey Murphy III', 'Jared Butler', 'Jonas ValanÄ\x8diÅ«nas', 'Eric Bledsoe', 'Ziaire Williams', 'Steven Adams', 'Tyler Harvey', 'Wesley Iwundu', ""Devonte' Graham""}"
1309,"August 7, 2021","{'SAS', 'IND'}",{'Doug McDermott'}
1310,"August 7, 2021","{'MIL', 'MEM'}",set()
1311,"August 8, 2021","{'NOP', 'CHI'}","{'TomÃ¡Å¡ SatoranskÃ½', 'Lonzo Ball', 'Garrett Temple'}"
1312,"August 11, 2021","{'SAS', 'CHI'}","{'DeMar DeRozan', 'Thaddeus Young', 'Al-Farouq Aminu'}"
1313,"August 16, 2021","{'LAC', 'MEM'}","{'Eric Bledsoe', 'Rajon Rondo', 'Daniel Oturu', 'Patrick Beverley'}"
1314,"August 17, 2021","{'BOS', 'NYK'}",{'Evan Fournier'}
1315,"August 25, 2021","{'MIN', 'MEM'}","{'Juan Hernangomez', 'Jarrett Culver', 'Patrick Beverley'}"
1316,"August 28, 2021","{'POR', 'CLE', 'CHI'}","{'Derrick Jones Jr.', 'Lauri Markkanen', 'Larry Nance Jr.'}"
1317,"September 4, 2021","{'DET', 'BRK'}","{'Jahlil Okafor', 'Sekou Doumbouya', 'DeAndre Jordan'}"
1318,"September 10, 2021","{'LAL', 'MEM'}",{'Wang Zhelin'}
1319,"September 15, 2021","{'BOS', 'MEM'}","{'Juan Hernangomez', 'Kris Dunn', 'Carsen Edwards'}"
1320,"October 6, 2021","{'BRK', 'IND'}","{'Juan Pablo Vaulet', 'Edmond Sumner'}"
1321,"October 6, 2021","{'BRK', 'HOU'}",{'Sekou Doumbouya'}
1322,"January 3, 2022","{'LAL', 'CLE', 'NYK'}","{'Denzel Valentine', 'Rajon Rondo', 'Wang Zhelin', 'Louis Labeyrie', 'Brad Newley'}"
1323,"January 4, 2022","{'OKC', 'UTA'}",{'Miye Oni'}
1324,"January 10, 2022","{'DEN', 'DET'}","{'Bol Bol', 'Rodney McGruder'}"
1325,"January 13, 2022","{'NYK', 'ATL'}","{'Kevin Knox', 'Cam Reddish', 'Solomon Hill'}"
1326,"January 19, 2022","{'SAS', 'DEN', 'BOS'}","{'Juan Hernangomez', 'PJ Dozier', 'Bol Bol', 'Bryn Forbes'}"
1327,"February 4, 2022","{'POR', 'LAC'}","{'Eric Bledsoe', 'Justise Winslow', 'Robert Covington', 'Keon Johnson', 'Norman Powell'}"
1328,"February 7, 2022","{'CLE', 'IND'}","{'Ricky Rubio', 'Caris Levert'}"
1329,"February 8, 2022","{'SAC', 'IND'}","{'Tristan Thompson', 'Justin Holiday', 'Domantas Sabonis', 'Jeremy Lamb', 'Tyrese Haliburton', 'Buddy Hield'}"
1330,"February 8, 2022","{'NOP', 'POR'}","{'Josh Hart', 'CJ McCollum', 'Didi Louzada', 'Tony Snell', 'Nickeil Alexander-Walker', 'Larry Nance Jr.', 'Tomas Satoransky'}"
1331,"February 9, 2022","{'SAS', 'POR', 'UTA'}","{'Juan Hernangomez', 'Joe Ingles', 'Elijah Hughes', 'Nickeil Alexander-Walker', 'Tomas Satoransky'}"
1332,"February 9, 2022","{'MIA', 'OKC'}",{'KZ Okpala'}
1333,"February 10, 2022","{'SAS', 'BOS'}","{'Josh Richardson', 'Derrick White', 'Romeo Langford'}"
1334,"February 10, 2022","{'WAS', 'DAL'}","{'Spencer Dinwiddie', 'Kristaps Porzingis', 'Davis Bertans'}"
1335,"February 10, 2022","{'PHI', 'BRK'}","{'Paul Millsap', 'Andre Drummond', 'Seth Curry', 'Ben Simmons', 'James Harden'}"
1336,"February 10, 2022","{'BOS', 'HOU'}","{'Daniel Theis', 'Bruno Fernando', 'Dennis Schroder', 'Enes Freedom'}"
1337,"February 10, 2022","{'PHO', 'IND'}","{'Jalen Smith', 'Torrey Craig'}"
1338,"February 10, 2022","{'MIL', 'DET', 'LAC', 'SAC'}","{'David Michineau', 'Josh Jackson', 'Vanja Marinkovic', 'Semi Ojeleye', 'Serge Ibaka', 'Rodney Hood', 'Marvin Bagley III', 'Trey Lyles', 'Donte DiVincenzo'}"
1339,"February 10, 2022","{'CHO', 'WAS'}","{'Ish Smith', 'Montrezl Harrell', 'Vernon Carey Jr.'}"
1340,"February 10, 2022","{'PHO', 'WAS'}",{'Aaron Holiday'}
1341,"February 10, 2022","{'SAS', 'TOR'}","{'Thaddeus Young', 'Goran Dragic', 'Drew Eubanks'}"
1342,"February 10, 2022","{'BOS', 'ORL'}","{'PJ Dozier', 'Bol Bol'}"
1343,"June 23, 2022","{'CLE', 'SAC'}",{'Sasha Vezenkov'}
1344,"June 23, 2022","{'OKC', 'NYK'}",{'Ousmane Dieng'}
1345,"June 23, 2022","{'CHO', 'NYK'}",{'Jalen Duren'}
1346,"June 23, 2022","{'DEN', 'OKC'}","{'JaMychal Green', 'Peyton Watson'}"
1347,"June 23, 2022","{'SAS', 'MEM'}",{'Kennedy Chandler'}
1348,"June 23, 2022","{'DAL', 'SAC'}",{'Jaden Hardy'}
1349,"June 23, 2022","{'MIN', 'CHO'}","{'Josh Minott', 'Bryce McGowens'}"
1350,"June 23, 2022","{'GSW', 'ATL'}","{'Tyrese Martin', 'Ryan Rollins'}"
1351,"June 23, 2022","{'LAL', 'ORL'}",set()
1352,"June 24, 2022","{'DAL', 'HOU'}","{'Marquese Chriss', 'Christian Wood', 'Trey Burke', 'Boban MarjanoviÄ\x87', 'Sterling Brown', 'Wendell Moore Jr.'}"
1353,"June 24, 2022","{'MIN', 'MEM'}","{'Walker Kessler', 'Jake LaRavia', 'TyTy Washington Jr.'}"
1354,"June 24, 2022","{'MIN', 'IND'}",{'Kendall Brown'}
1355,"June 24, 2022","{'MIL', 'IND'}",{'Hugo Besson'}
1356,"June 24, 2022","{'MIN', 'HOU'}","{'TyTy Washington Jr.', 'Wendell Moore Jr.'}"
1357,"June 24, 2022","{'PHI', 'MEM'}","{'David Roddy', ""De'Anthony Melton"", 'Danny Green'}"
1358,"June 30, 2022","{'BRK', 'UTA'}","{""Royce O'Neale""}"
1359,"June 30, 2022","{'SAS', 'ATL'}","{'Dejounte Murray', 'Danilo Gallinari', 'Jock Landale'}"
1360,"July 6, 2022","{'MIN', 'UTA'}","{'Walker Kessler', 'Jarred Vanderbilt', 'Leandro Bolmaro', 'Malik Beasley', 'Rudy Gobert', 'Patrick Beverley'}"
1361,"July 6, 2022","{'DET', 'POR'}","{'Ismael Kamagate', 'Gabriele Procida', 'Jerami Grant'}"
1362,"July 6, 2022","{'DEN', 'WAS'}","{'Ish Smith', 'Kentavious Caldwell-Pope', 'Will Barton', 'Monte Morris'}"
1363,"July 6, 2022","{'DEN', 'POR'}",{'Ismael Kamagate'}
1364,"July 6, 2022","{'PHO', 'ATL'}",{'Jock Landale'}
1365,"July 6, 2022","{'SAC', 'ATL'}","{'Maurice Harkless', 'Justin Holiday', 'Kevin Huerter'}"
1366,"July 6, 2022","{'DET', 'NYK'}","{'Jalen Duren', 'Kemba Walker'}"
1367,"July 9, 2022","{'BOS', 'IND'}","{'Aaron Nesmith', 'Malcolm Brogdon', 'Daniel Theis', 'Nik Stauskas', 'Juwan Morgan', 'Malik Fitts'}"
1368,"July 11, 2022","{'DET', 'NYK'}","{'Nikola RadiÄ\x8deviÄ\x87', 'Nerlens Noel', 'Alec Burks'}"
1369,"August 25, 2022","{'LAL', 'UTA'}","{'Stanley Johnson', 'Talen Horton-Tucker', 'Patrick Beverley'}"
1370,"September 3, 2022","{'CLE', 'UTA'}","{'Donovan Mitchell', 'Lauri Markkanen', 'Collin Sexton', 'Ochai Agbaji'}"
1371,"September 22, 2022","{'DET', 'UTA'}","{'Bojan Bogdanovic', 'Saben Lee', 'Kelly Olynyk'}"
1372,"September 27, 2022","{'OKC', 'ATL'}","{'Vit Krejci', 'Maurice Harkless'}"
1373,"September 30, 2022","{'OKC', 'HOU'}","{'Ty Jerome', 'Sterling Brown', 'Maurice Harkless', 'Marquese Chriss', 'Trey Burke', 'David Nwaba', 'Derrick Favors'}"
1374,"January 5, 2023","{'SAS', 'BOS'}",{'Noah Vonleh'}
1375,"January 23, 2023","{'WAS', 'LAL'}","{'Kendrick Nunn', 'Rui Hachimura'}"
1376,"February 6, 2023","{'DAL', 'BRK'}","{'Markieff Morris', 'Dorian Finney-Smith', 'Kyrie Irving', 'Spencer Dinwiddie'}"
1377,"February 7, 2023","{'BRK', 'SAC'}","{'Kessler Edwards', 'David Michineau'}"
1378,"February 7, 2023","{'SAS', 'MIA'}",{'Dewayne Dedmon'}
1379,"February 9, 2023","{'CHO', 'LAC'}","{'Reggie Jackson', 'Mason Plumlee'}"
1380,"February 9, 2023","{'CHO', 'PHI', 'NYK', 'POR'}","{'Bojan Dubljevic', 'Cam Reddish', 'Jalen McDaniels', 'Matisse Thybulle', 'Josh Hart', 'Dani Diez', 'Sviatoslav Mykhailiuk', 'Ante Tomic', 'Ryan Arcidiacono'}"
1381,"February 9, 2023","{'LAC', 'MEM', 'HOU'}","{'Danny Green', 'Luke Kennard', 'Eric Gordon', 'John Wall'}"
1382,"February 9, 2023","{'BOS', 'OKC'}","{'Justin Jackson', 'Mike Muscala'}"
1383,"February 9, 2023","{'SAS', 'NOP'}","{'Josh Richardson', ""Devonte' Graham""}"
1384,"February 9, 2023","{'GSW', 'POR', 'DET', 'ATL'}","{'Kevin Knox', 'Saddiq Bey', 'Gary Payton II', 'James Wiseman'}"
1385,"February 9, 2023","{'PHO', 'OKC'}","{'Darius Bazley', 'Dario Saric'}"
1386,"February 9, 2023","{'HOU', 'ATL'}","{'Bruno Fernando', 'Justin Holiday', 'Frank Kaminsky', 'Garrison Mathews'}"
1387,"February 9, 2023","{'PHO', 'BRK', 'MIL', 'IND'}","{'T.J. Warren', 'Juan Vaulet', 'Jae Crowder', 'George Hill', 'Serge Ibaka', 'Cameron Johnson', 'Jordan Nwora', 'Mikal Bridges', 'Kevin Durant'}"
1388,"February 9, 2023","{'DEN', 'LAC', 'LAL', 'ORL'}","{'Mo Bamba', 'Bones Hyland', 'Thomas Bryant', 'Davon Reed', 'Patrick Beverley'}"
1389,"February 9, 2023","{'MIN', 'LAL', 'UTA'}","{'Mike Conley', 'Juan Toscano-Anderson', 'Damian Jones', ""D'Angelo Russell"", 'Malik Beasley', 'Nickeil Alexander-Walker', 'Jarred Vanderbilt', 'Russell Westbrook'}"
1390,"February 9, 2023","{'SAS', 'TOR'}","{'Jakob Poeltl', 'Khem Birch'}"
1391,"June 22, 2023","{'MIL', 'ORL'}",{'Andre Jackson'}
1392,"June 23, 2023","{'MIN', 'SAS'}",{'Leonard Miller'}
1393,"June 23, 2023","{'GSW', 'WAS'}",{'Trayce Jackson-Davis'}
1394,"June 23, 2023","{'WAS', 'BOS', 'MEM'}","{'Marcus Smart', 'Mike Muscala', 'Julian Phillips', 'Marcus Sasser', 'Kristaps Porzingis', 'Danilo Gallinari', 'Tyus Jones'}"
1395,"June 23, 2023","{'DEN', 'LAL', 'OKC', 'IND'}","{'Julian Strawther', 'Hunter Tyson', 'Maxwell Lewis', 'Jalen Pickett', 'Mojave King'}"
1396,"June 23, 2023","{'PHO', 'WAS', 'IND'}","{'Chris Paul', 'Landry Shamet', 'Jordan Goodwin', 'Bilal Coulibaly', 'Jarace Walker', 'Bradley Beal', 'Isaiah Todd'}"
1397,"June 28, 2023","{'DET', 'BOS'}","{'James Nnaji', 'Marcus Sasser'}"
1398,"June 28, 2023","{'CHO', 'BOS'}","{'Colby Jones', 'Mouhamed Gueye', 'James Nnaji'}"
1399,"June 28, 2023","{'BOS', 'SAC'}","{'Colby Jones', 'Jordan Walsh'}"
1400,"June 28, 2023","{'BOS', 'ATL'}",{'Mouhamed Gueye'}
1401,"June 28, 2023","{'WAS', 'CHI'}",{'Julian Phillips'}
1402,"July 6, 2023","{'SAC', 'IND'}",{'Chris Duarte'}
1403,"July 6, 2023","{'DET', 'WAS'}",{'Monte Morris'}
1404,"July 6, 2023","{'SAS', 'MIA', 'CLE'}","{'Cedi Osman', 'Lamar Stevens', 'Max Strus'}"
1405,"July 6, 2023","{'DAL', 'SAC'}","{'Olivier-Maxence Prosper', 'Richaun Holmes'}"
1406,"July 6, 2023","{'DAL', 'OKC'}","{'Cason Wallace', 'Dereck Lively II', 'Davis Bertans'}"
1407,"July 6, 2023","{'GSW', 'WAS'}","{'Ryan Rollins', 'Chris Paul', 'Patrick Baldwin Jr.', 'Jordan Poole'}"
1408,"July 6, 2023","{'BRK', 'HOU'}",{'Patty Mills'}
1409,"July 6, 2023","{'MIA', 'OKC'}",{'Victor Oladipo'}
1410,"July 6, 2023","{'DET', 'BRK'}",{'Joe Harris'}
1411,"July 7, 2023","{'UTA', 'ATL'}","{'John Collins', 'Rudy Gay'}"
1412,"July 7, 2023","{'NYK', 'IND'}",{'Obi Toppin'}
1413,"July 8, 2023","{'OKC', 'ATL', 'LAC', 'HOU', 'MEM'}","{'Kenyon Martin', 'TyTy Washington Jr.', 'Vanja Marinkovic', 'Patty Mills', 'Dillon Brooks', 'Alpha Kaba', 'Josh Christopher', 'Usman Garuba'}"
1414,"July 8, 2023","{'CLE', 'UTA'}",{'Damian Jones'}
1415,"July 11, 2023","{'PHO', 'MEM'}",{'Isaiah Todd'}
1416,"July 12, 2023","{'SAS', 'BOS', 'DAL'}","{'Reggie Bullock', 'Grant Williams'}"
1417,"July 12, 2023","{'OKC', 'ATL'}","{'Patty Mills', 'Ty Ty Washington', 'Usman Garuba', 'Rudy Gay'}"
1418,"July 17, 2023","{'PHO', 'SAS'}",{'Cameron Payne'}
1419,"September 27, 2023","{'MIL', 'POR', 'PHO'}","{'Grayson Allen', 'Damian Lillard', 'Keon Johnson', 'Jrue Holiday', 'Jusuf Nurkic', 'Nassir Little', 'Deandre Ayton', 'Toumani Camara'}"
1420,"October 1, 2023","{'POR', 'BOS'}","{'Jrue Holiday', 'Robert Williams', 'Malcolm Brogdon'}"
1421,"October 17, 2023","{'OKC', 'HOU'}","{'Victor Oladipo', 'Jeremiah Robinson-Earl', 'Kevin Porter Jr.'}"
1422,"November 1, 2023","{'LAC', 'PHI', 'OKC'}","{'Nicolas Batum', 'Robert Covington', 'Marcus Morris', 'P.J. Tucker', 'James Harden', 'KJ Martin', 'Filip Petrusev'}"
1423,"November 1, 2023","{'LAC', 'SAC'}","{'Dimitrios Agravanis', 'Filip Petrusev'}"
1424,"December 30, 2023","{'TOR', 'NYK'}","{'Malachi Flynn', 'R.J. Barrett', 'OG Anunoby', 'Immanuel Quickley', 'Precious Achiuwa'}"
1425,"January 14, 2024","{'DET', 'WAS'}","{'Marvin Bagley', 'Mike Muscala', 'Danilo Gallinari', 'Isaiah Livers'}"
1426,"January 17, 2024","{'NOP', 'IND'}",{'Kira Lewis Jr.'}
1427,"January 17, 2024","{'TOR', 'IND'}","{'Kira Lewis Jr.', 'Jordan Nwora', 'Pascal Siakam', 'Bruce Brown'}"
1428,"January 23, 2024","{'CHO', 'MIA'}","{'Kyle Lowry', 'Terry Rozier'}"
1429,"February 1, 2024","{'MEM', 'HOU'}","{'Victor Oladipo', 'Steven Adams'}"
1430,"February 7, 2024","{'BOS', 'MEM'}","{'Lamar Stevens', 'Xavier Tillman Sr.'}"
1431,"February 8, 2024","{'DET', 'UTA'}","{'Kevin Knox', 'Gabriele Procida', 'Simone Fontecchio'}"
1432,"February 8, 2024","{'DET', 'PHI'}",{'Danuel House'}
1433,"February 8, 2024","{'TOR', 'UTA'}","{'Kira Lewis Jr.', 'Otto Porter Jr.', 'Kelly Olynyk', 'Ochai Agbaji'}"
1434,"February 8, 2024","{'TOR', 'BRK'}","{'Thaddeus Young', 'Dennis Schroder', 'Spencer Dinwiddie'}"
1435,"February 8, 2024","{'DET', 'NYK'}","{'Malachi Flynn', 'Evan Fournier', 'Alec Burks', 'Bojan Bogdanovic', 'Quentin Grimes', 'Ryan Arcidiacono'}"
1436,"February 8, 2024","{'GSW', 'IND'}",{'Cory Joseph'}
1437,"February 8, 2024","{'CHO', 'DAL'}","{'Grant Williams', 'Seth Curry', 'P.J. Washington'}"
1438,"February 8, 2024","{'SAS', 'PHI', 'IND'}","{'Marcus Morris', 'Doug McDermott', 'Buddy Hield', 'Furkan Korkmaz'}"
1439,"February 8, 2024","{'WAS', 'DAL'}","{'Daniel Gafford', 'Richaun Holmes'}"
1440,"February 8, 2024","{'PHO', 'BRK', 'MEM'}","{'Keita Bates-Diop', 'Yuta Watanabe', 'Chimezie Metu', 'Vanja Marinkovic', 'David Roddy', 'Jordan Goodwin', ""Royce O'Neale""}"
1441,"February 8, 2024","{'MIL', 'PHI'}","{'Cameron Payne', 'Patrick Beverley'}"
1442,"February 8, 2024","{'MIN', 'DET'}","{'Troy Brown Jr.', 'Shake Milton', 'Monte Morris'}"
1443,"February 8, 2024","{'BOS', 'PHI'}",{'Jaden Springer'}
1444,"February 8, 2024","{'POR', 'BOS'}",{'Dalano Banton'}
1445,"February 8, 2024","{'MIL', 'SAC'}","{'Dimitrios Agravanis', 'Robin Lopez'}"
1446,"February 8, 2024","{'DEN', 'LAC'}",{'Ismael Kamagate'}
1447,"February 8, 2024","{'CHO', 'OKC'}","{'Vasilije MiciÄ\x87', 'Tre Mann', 'Gordon Hayward', 'Davis Bertans'}"
1448,"February 8, 2024","{'DAL', 'OKC'}",set()
1449,"June 21, 2024","{'OKC', 'CHI'}","{'Josh Giddey', 'Alex Caruso'}"
1450,"June 26, 2024","{'DEN', 'PHO'}","{'DaRon Holmes', 'Ryan Dunn'}"
